"cat_code","age","Female","Male","Diff","ucd"
"B37","45-54",-3.03332902611688,-2.94784041135819,0.085488614758694,"Candidiasis"
"B37","55-64",-2.23816187987492,-2.07081903986569,0.167342840009227,"Candidiasis"
"B37","65-74",-1.45636823674004,-1.26937223742918,0.186995999310858,"Candidiasis"
"B37","75-84",-0.8611930432553,-0.447964348120723,0.413228695134576,"Candidiasis"
"B37","85+",-0.295148304671548,0.131540342068246,0.426688646739793,"Candidiasis"
"B49","45-54",-2.52158216783157,-2.45463638894201,0.0669457788895538,"Unspecified mycosis"
"B49","55-64",-1.817808159273,-1.5700437519532,0.247764407319802,"Unspecified mycosis"
"B49","65-74",-1.05090312863188,-0.808655975565727,0.24224715306615,"Unspecified mycosis"
"B49","75-84",-0.603494935459905,-0.245484352364023,0.358010583095881,"Unspecified mycosis"
"B49","85+",-0.481009688170626,0.0877377194098527,0.568747407580479,"Unspecified mycosis"
"B94","45-54",-1.24003463717074,-0.355719070761522,0.884315566409219,"Sequelae of other and unspecified infectious and parasitic diseases"
"B94","55-64",-0.920414061290135,-0.366484256167969,0.553929805122167,"Sequelae of other and unspecified infectious and parasitic diseases"
"B94","65-74",-0.173485344301517,0.0274230012166879,0.200908345518205,"Sequelae of other and unspecified infectious and parasitic diseases"
"B94","75-84",0.518958570455182,0.662091727407688,0.143133156952506,"Sequelae of other and unspecified infectious and parasitic diseases"
"B94","85+",0.968658952791088,1.26371020791568,0.295051255124589,"Sequelae of other and unspecified infectious and parasitic diseases"
"C02","45-54",-1.16259086775866,-0.105676745438069,1.05691412232059,"Malignant neoplasm of other and unspecified parts of tongue"
"C02","55-64",-0.366744392341408,0.823962173993892,1.1907065663353,"Malignant neoplasm of other and unspecified parts of tongue"
"C02","65-74",0.213418831676353,1.22619549414493,1.01277666246858,"Malignant neoplasm of other and unspecified parts of tongue"
"C02","75-84",0.758280795706586,1.43793757040388,0.679656774697294,"Malignant neoplasm of other and unspecified parts of tongue"
"C02","85+",1.26578208915747,1.65240722032107,0.386625131163602,"Malignant neoplasm of other and unspecified parts of tongue"
"C06","45-54",-2.25836828564092,-1.11683223698256,1.14153604865836,"Malignant neoplasm of other and unspecified parts of mouth"
"C06","55-64",-1.30599779884447,-0.103071157240702,1.20292664160377,"Malignant neoplasm of other and unspecified parts of mouth"
"C06","65-74",-0.415111115478673,0.403297072131533,0.818408187610207,"Malignant neoplasm of other and unspecified parts of mouth"
"C06","75-84",0.494374687002514,0.772603068544063,0.278228381541549,"Malignant neoplasm of other and unspecified parts of mouth"
"C06","85+",1.44090669219192,1.33265191411315,-0.108254778078772,"Malignant neoplasm of other and unspecified parts of mouth"
"C07","45-54",-2.68964127770496,-2.0048354670138,0.68480581069116,"Malignant neoplasm of parotid gland"
"C07","55-64",-1.85120024333131,-1.02509621511795,0.826104028213359,"Malignant neoplasm of parotid gland"
"C07","65-74",-1.17035980484629,-0.142231865146536,1.02812793969975,"Malignant neoplasm of parotid gland"
"C07","75-84",-0.440475017891866,0.713275606619245,1.15375062451111,"Malignant neoplasm of parotid gland"
"C07","85+",0.441220815091313,1.60989284760608,1.16867203251477,"Malignant neoplasm of parotid gland"
"C08","45-54",-3.11992155493285,-2.50382663313279,0.616094921800061,"Malignant neoplasm of other and unspecified major salivary glands"
"C08","55-64",-2.45507488143849,-1.63256410893453,0.822510772503956,"Malignant neoplasm of other and unspecified major salivary glands"
"C08","65-74",-1.75638922064554,-1.07824710236847,0.678142118277068,"Malignant neoplasm of other and unspecified major salivary glands"
"C08","75-84",-1.23614851287376,-0.551408448361921,0.684740064511842,"Malignant neoplasm of other and unspecified major salivary glands"
"C08","85+",-0.74209817104896,-0.0886314388568067,0.653466732192153,"Malignant neoplasm of other and unspecified major salivary glands"
"C09","45-54",-2.19662027857247,-0.548754898387561,1.64786538018491,"Malignant neoplasm of tonsil"
"C09","55-64",-1.46805365817884,0.258894720516609,1.72694837869545,"Malignant neoplasm of tonsil"
"C09","65-74",-1.02558532064759,0.459348121887919,1.48493344253551,"Malignant neoplasm of tonsil"
"C09","75-84",-0.73036703599445,0.341337759774623,1.07170479576907,"Malignant neoplasm of tonsil"
"C09","85+",-0.756006601095092,0.233323036378188,0.98932963747328,"Malignant neoplasm of tonsil"
"C10","45-54",-2.20062028390582,-0.883800714289857,1.31681956961596,"Malignant neoplasm of oropharynx"
"C10","55-64",-1.33394372923503,0.159928229509174,1.4938719587442,"Malignant neoplasm of oropharynx"
"C10","65-74",-0.812053027243491,0.481922443926458,1.29397547116995,"Malignant neoplasm of oropharynx"
"C10","75-84",-0.297058866034802,0.611834404335813,0.908893270370615,"Malignant neoplasm of oropharynx"
"C10","85+",0.0888874119807175,0.711358837321188,0.62247142534047,"Malignant neoplasm of oropharynx"
"C11","45-54",-1.95960138076465,-0.902262777129592,1.05733860363506,"Malignant neoplasm of nasopharynx"
"C11","55-64",-1.37632733379682,-0.259554076013377,1.11677325778344,"Malignant neoplasm of nasopharynx"
"C11","65-74",-0.997716421638795,-0.0101989905728964,0.987517431065899,"Malignant neoplasm of nasopharynx"
"C11","75-84",-0.636321878496712,0.184267663770063,0.820589542266775,"Malignant neoplasm of nasopharynx"
"C11","85+",-0.403260935296249,0.189359912957072,0.592620848253321,"Malignant neoplasm of nasopharynx"
"C14","45-54",-1.76553800609401,-0.324818639937112,1.4407193661569,"Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx"
"C14","55-64",-0.788892719593637,0.719927687074877,1.50882040666851,"Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx"
"C14","65-74",-0.150569584433937,1.17576692595807,1.32633651039201,"Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx"
"C14","75-84",0.226796258021523,1.44935482011409,1.22255856209257,"Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx"
"C14","85+",0.424155554537126,1.67300527091614,1.24884971637901,"Malignant neoplasm of other and ill-defined sites in the lip, oral cavity and pharynx"
"C15","45-54",-0.0268254784911256,1.70823871568719,1.73506419417832,"Malignant neoplasm of esophagus"
"C15","55-64",1.09252362004529,2.83379895728255,1.74127533723726,"Malignant neoplasm of esophagus"
"C15","65-74",1.83057249295532,3.46337919825661,1.63280670530129,"Malignant neoplasm of esophagus"
"C15","75-84",2.39373954996587,3.8217052406055,1.42796569063963,"Malignant neoplasm of esophagus"
"C15","85+",2.73317429614355,3.93656127357855,1.203386977435,"Malignant neoplasm of esophagus"
"C16","45-54",0.673702647403608,1.2184523792656,0.544749731861989,"Malignant neoplasm of stomach"
"C16","55-64",1.31203005446513,2.07807109809646,0.766041043631337,"Malignant neoplasm of stomach"
"C16","65-74",2.06263695420945,2.82191298740957,0.759276033200125,"Malignant neoplasm of stomach"
"C16","75-84",2.83042042220264,3.48073163648147,0.650311214278832,"Malignant neoplasm of stomach"
"C16","85+",3.39835823712937,3.93220605105813,0.533847813928757,"Malignant neoplasm of stomach"
"C17","45-54",-1.43222063893561,-1.16338557650902,0.268835062426592,"Malignant neoplasm of small intestine"
"C17","55-64",-0.574235782156746,-0.201467415564496,0.37276836659225,"Malignant neoplasm of small intestine"
"C17","65-74",0.113501075948297,0.571534602616145,0.458033526667848,"Malignant neoplasm of small intestine"
"C17","75-84",0.759421371821111,1.17020031545161,0.410778943630503,"Malignant neoplasm of small intestine"
"C17","85+",1.10037892045357,1.55407478820328,0.453695867749705,"Malignant neoplasm of small intestine"
"C18","45-54",1.9887307744352,2.24088625307663,0.252155478641432,"Malignant neoplasm of colon"
"C18","55-64",2.81092460059559,3.2006175262998,0.389692925704211,"Malignant neoplasm of colon"
"C18","65-74",3.58246115961991,3.98585972292386,0.403398563303952,"Malignant neoplasm of colon"
"C18","75-84",4.38620256612574,4.68977736008881,0.303574793963078,"Malignant neoplasm of colon"
"C18","85+",5.09965907864705,5.27462310822599,0.174964029578941,"Malignant neoplasm of colon"
"C19","45-54",-0.483379949914836,-0.0900159050285165,0.393364044886319,"Malignant neoplasm of rectosigmoid junction"
"C19","55-64",0.229513832984722,0.792809393054965,0.563295560070243,"Malignant neoplasm of rectosigmoid junction"
"C19","65-74",0.766174148580468,1.32542644580655,0.559252297226079,"Malignant neoplasm of rectosigmoid junction"
"C19","75-84",1.31057413984647,1.78034931059137,0.469775170744898,"Malignant neoplasm of rectosigmoid junction"
"C19","85+",1.80028656728074,2.16842226932929,0.368135702048548,"Malignant neoplasm of rectosigmoid junction"
"C20","45-54",0.27354079573035,0.816401685995702,0.542860890265352,"Malignant neoplasm of rectum"
"C20","55-64",0.975399850169516,1.67600765829397,0.70060780812445,"Malignant neoplasm of rectum"
"C20","65-74",1.56258726138484,2.23296454485717,0.670377283472333,"Malignant neoplasm of rectum"
"C20","75-84",2.22571459634936,2.75095266195586,0.5252380656065,"Malignant neoplasm of rectum"
"C20","85+",2.9448457093928,3.24938489092132,0.304539181528523,"Malignant neoplasm of rectum"
"C21","45-54",-1.08216607443871,-1.26842030620534,-0.18625423176663,"Malignant neoplasm of anus and anal canal"
"C21","55-64",-0.420897120238499,-0.723927226611827,-0.303030106373328,"Malignant neoplasm of anus and anal canal"
"C21","65-74",-0.0911984465330107,-0.404544047636983,-0.313345601103972,"Malignant neoplasm of anus and anal canal"
"C21","75-84",0.226310703265685,-0.0891668244516745,-0.31547752771736,"Malignant neoplasm of anus and anal canal"
"C21","85+",0.629587234602106,0.356586843528541,-0.273000391073564,"Malignant neoplasm of anus and anal canal"
"C22","45-54",0.823853289508465,2.07068218222425,1.24682889271578,"Malignant neoplasm of liver and intrahepatic bile ducts"
"C22","55-64",1.93549435364796,3.18278619964111,1.24729184599315,"Malignant neoplasm of liver and intrahepatic bile ducts"
"C22","65-74",2.63479400975731,3.53985372954599,0.905059719788684,"Malignant neoplasm of liver and intrahepatic bile ducts"
"C22","75-84",3.21304192813562,3.86238011631367,0.649338188178048,"Malignant neoplasm of liver and intrahepatic bile ducts"
"C22","85+",3.44948005055859,3.98714415616247,0.537664105603883,"Malignant neoplasm of liver and intrahepatic bile ducts"
"C23","45-54",-0.769743472580139,-1.60391582127731,-0.83417234869717,"Malignant neoplasm of gallbladder"
"C23","55-64",0.270624043703027,-0.387792770774099,-0.658416814477127,"Malignant neoplasm of gallbladder"
"C23","65-74",1.09354714134657,0.596973576728911,-0.496573564617655,"Malignant neoplasm of gallbladder"
"C23","75-84",1.69406642383142,1.2583519934288,-0.435714430402623,"Malignant neoplasm of gallbladder"
"C23","85+",1.9840198634632,1.64089479594536,-0.343125067517839,"Malignant neoplasm of gallbladder"
"C24","45-54",-1.67270702005112,-1.43651135118659,0.236195668864525,"Malignant neoplasm of other and unspecified parts of biliary tract"
"C24","55-64",-0.507391682273291,-0.250678278099409,0.256713404173882,"Malignant neoplasm of other and unspecified parts of biliary tract"
"C24","65-74",0.409240371975608,0.669623848590736,0.260383476615128,"Malignant neoplasm of other and unspecified parts of biliary tract"
"C24","75-84",1.18715032752475,1.45946092019644,0.272310592671698,"Malignant neoplasm of other and unspecified parts of biliary tract"
"C24","85+",1.7673663295207,2.01427158950203,0.246905259981322,"Malignant neoplasm of other and unspecified parts of biliary tract"
"C25","45-54",1.58711561424267,2.03519776503274,0.448082150790074,"Malignant neoplasm of pancreas"
"C25","55-64",2.77751070573861,3.19121148732748,0.413700781588876,"Malignant neoplasm of pancreas"
"C25","65-74",3.64177348087222,3.95159172806144,0.309818247189222,"Malignant neoplasm of pancreas"
"C25","75-84",4.27294271378314,4.46648566004861,0.193542946265468,"Malignant neoplasm of pancreas"
"C25","85+",4.60827946088253,4.72963795723877,0.121358496356239,"Malignant neoplasm of pancreas"
"C26","45-54",-1.6881927374905,-1.26598028872797,0.422212448762525,"Malignant neoplasm of other and ill-defined digestive organs"
"C26","55-64",-0.737423384364157,-0.132404444887161,0.605018939476995,"Malignant neoplasm of other and ill-defined digestive organs"
"C26","65-74",0.138583992047021,0.661263372582275,0.522679380535254,"Malignant neoplasm of other and ill-defined digestive organs"
"C26","75-84",0.971273140073262,1.34113554507157,0.369862404998311,"Malignant neoplasm of other and ill-defined digestive organs"
"C26","85+",1.74395882972291,1.88528472029483,0.141325890571919,"Malignant neoplasm of other and ill-defined digestive organs"
"C31","45-54",-2.68637863207014,-1.74430438362797,0.942074248442174,"Malignant neoplasm of accessory sinuses"
"C31","55-64",-1.97004496291798,-1.07002006122002,0.900024901697953,"Malignant neoplasm of accessory sinuses"
"C31","65-74",-1.27348942164245,-0.582676692150727,0.690812729491722,"Malignant neoplasm of accessory sinuses"
"C31","75-84",-0.546150941216714,-0.0966156484646651,0.449535292752049,"Malignant neoplasm of accessory sinuses"
"C31","85+",0.0216979674929168,0.305893729213023,0.284195761720106,"Malignant neoplasm of accessory sinuses"
"C32","45-54",-1.0486793654017,0.382959494606377,1.43163886000807,"Malignant neoplasm of larynx"
"C32","55-64",0.0406426844537262,1.56161030565064,1.52096762119691,"Malignant neoplasm of larynx"
"C32","65-74",0.648662815140129,2.14998718559833,1.5013243704582,"Malignant neoplasm of larynx"
"C32","75-84",0.877552657524545,2.48551099603175,1.60795833850721,"Malignant neoplasm of larynx"
"C32","85+",0.783838019539813,2.70142256784981,1.91758454830999,"Malignant neoplasm of larynx"
"C34","45-54",3.0880110455177,3.36681454690593,0.278803501388234,"Malignant neoplasm of bronchus and lung"
"C34","55-64",4.2600035459221,4.6806173012248,0.420613755302694,"Malignant neoplasm of bronchus and lung"
"C34","65-74",5.13644948834143,5.5875550306795,0.451105542338065,"Malignant neoplasm of bronchus and lung"
"C34","75-84",5.57683522527911,6.0959818916475,0.51914666636839,"Malignant neoplasm of bronchus and lung"
"C34","85+",5.47737651932009,6.14389819131158,0.666521671991484,"Malignant neoplasm of bronchus and lung"
"C38","45-54",-3.10495868225614,-2.73611551726919,0.368843164986947,"Malignant neoplasm of heart, mediastinum and pleura"
"C38","55-64",-2.42449145806641,-1.99427896274335,0.430212495323055,"Malignant neoplasm of heart, mediastinum and pleura"
"C38","65-74",-1.56769224379467,-1.3672580786703,0.200434165124363,"Malignant neoplasm of heart, mediastinum and pleura"
"C38","75-84",-0.902375333221715,-0.506764605885256,0.395610727336459,"Malignant neoplasm of heart, mediastinum and pleura"
"C38","85+",-0.443426977021583,0.107442790489185,0.550869767510768,"Malignant neoplasm of heart, mediastinum and pleura"
"C41","45-54",-1.48664934643461,-1.01511726658483,0.471532079849788,"Malignant neoplasm of bone and articular cartilage of other and unspecified sites"
"C41","55-64",-0.984684880645891,-0.462290631814429,0.522394248831462,"Malignant neoplasm of bone and articular cartilage of other and unspecified sites"
"C41","65-74",-0.31680018323511,0.169380334155282,0.486180517390393,"Malignant neoplasm of bone and articular cartilage of other and unspecified sites"
"C41","75-84",0.353813762822075,0.788926788955772,0.435113026133697,"Malignant neoplasm of bone and articular cartilage of other and unspecified sites"
"C41","85+",1.02966528201875,1.39781702973034,0.368151747711588,"Malignant neoplasm of bone and articular cartilage of other and unspecified sites"
"C43","45-54",0.572719659102981,1.13721808260005,0.564498423497067,"Malignant melanoma of skin"
"C43","55-64",1.080559279963,1.87889378721938,0.798334507256375,"Malignant melanoma of skin"
"C43","65-74",1.58384488141064,2.51379378010958,0.929948898698938,"Malignant melanoma of skin"
"C43","75-84",2.1523196980037,3.16589242406829,1.01357272606459,"Malignant melanoma of skin"
"C43","85+",2.63571559358454,3.64981504305545,1.01409944947091,"Malignant melanoma of skin"
"C44","45-54",-1.52058473848525,-0.294229488439074,1.22635525004618,"Other and unspecified malignant neoplasm of skin"
"C44","55-64",-0.612850618284526,0.816391159911747,1.42924177819627,"Other and unspecified malignant neoplasm of skin"
"C44","65-74",0.167018756071589,1.55328817321268,1.3862694171411,"Other and unspecified malignant neoplasm of skin"
"C44","75-84",1.06748424915273,2.35607993103232,1.28859568187959,"Other and unspecified malignant neoplasm of skin"
"C44","85+",2.26871320933215,3.36891074957261,1.10019754024046,"Other and unspecified malignant neoplasm of skin"
"C45","45-54",-1.83815053905772,-1.11613269165847,0.722017847399247,"Mesothelioma"
"C45","55-64",-0.801887586450005,0.428192216103853,1.23007980255386,"Mesothelioma"
"C45","65-74",0.114196728150264,1.71609856362451,1.60190183547424,"Mesothelioma"
"C45","75-84",0.779453075632642,2.60361590451975,1.82416282888711,"Mesothelioma"
"C45","85+",0.837620705312367,2.80782136333533,1.97020065802296,"Mesothelioma"
"C48","45-54",-1.56098381060546,-2.31545432480868,-0.754470514203216,"Malignant neoplasm of retroperitoneum and peritoneum"
"C48","55-64",-0.288330856076366,-1.39949926235026,-1.1111684062739,"Malignant neoplasm of retroperitoneum and peritoneum"
"C48","65-74",0.594663507890729,-0.645275348470472,-1.2399388563612,"Malignant neoplasm of retroperitoneum and peritoneum"
"C48","75-84",1.07976455750132,-0.11643696752432,-1.19620152502564,"Malignant neoplasm of retroperitoneum and peritoneum"
"C48","85+",1.06156075208884,0.295843393359522,-0.765717358729314,"Malignant neoplasm of retroperitoneum and peritoneum"
"C49","45-54",0.182962817985396,0.206275616073144,0.0233127980877482,"Malignant neoplasm of other connective and soft tissue"
"C49","55-64",0.781164842532704,0.830352772774523,0.0491879302418193,"Malignant neoplasm of other connective and soft tissue"
"C49","65-74",1.1886436180312,1.47250448573877,0.283860867707573,"Malignant neoplasm of other connective and soft tissue"
"C49","75-84",1.62695043726739,2.08152878195658,0.454578344689191,"Malignant neoplasm of other connective and soft tissue"
"C49","85+",1.91669214232131,2.48064545069718,0.563953308375875,"Malignant neoplasm of other connective and soft tissue"
"C50","45-54",3.28610396066948,-1.62463002566487,-4.91073398633435,"Malignant neoplasm of breast"
"C50","55-64",3.87159668342777,-0.651001986707155,-4.52259867013492,"Malignant neoplasm of breast"
"C50","65-74",4.29167646190139,0.0912744732032207,-4.20040198869817,"Malignant neoplasm of breast"
"C50","75-84",4.72450555799017,0.673406034353764,-4.05109952363641,"Malignant neoplasm of breast"
"C50","85+",5.20782473960152,1.20524174035687,-4.00258299924466,"Malignant neoplasm of breast"
"C51","45-54",-1.21803905947863,-12.9867326009005,-11.7686935414219,"Malignant neoplasm of vulva"
"C51","55-64",-0.381082944526219,-12.7627639527661,-12.3816810082399,"Malignant neoplasm of vulva"
"C51","65-74",0.408463471768203,-12.3074825161565,-12.7159459879247,"Malignant neoplasm of vulva"
"C51","75-84",1.30447907114614,-11.6771997619087,-12.9816788330549,"Malignant neoplasm of vulva"
"C51","85+",2.08131757667092,-10.5138845551973,-12.5952021318682,"Malignant neoplasm of vulva"
"C52","45-54",-1.93471673744877,-12.9867326009005,-11.0520158634517,"Malignant neoplasm of vagina"
"C52","55-64",-1.08679902582128,-12.7627639527661,-11.6759649269448,"Malignant neoplasm of vagina"
"C52","65-74",-0.372920518370977,-12.3074825161565,-11.9345619977855,"Malignant neoplasm of vagina"
"C52","75-84",0.363598992995203,-11.6771997619087,-12.0407987549039,"Malignant neoplasm of vagina"
"C52","85+",1.06564702338201,-10.5138845551973,-11.5795315785793,"Malignant neoplasm of vagina"
"C53","45-54",1.45846086032899,-12.9867326009005,-14.4451934612295,"Malignant neoplasm of cervix uteri"
"C53","55-64",1.60926926966005,-12.7627639527661,-14.3720332224261,"Malignant neoplasm of cervix uteri"
"C53","65-74",1.70906447529469,-12.3074825161565,-14.0165469914511,"Malignant neoplasm of cervix uteri"
"C53","75-84",1.84339295114924,-11.6771997619087,-13.5205927130579,"Malignant neoplasm of cervix uteri"
"C53","85+",2.00655300567549,-10.5138845551973,-12.5204375608728,"Malignant neoplasm of cervix uteri"
"C54","45-54",0.222993518180539,-12.9867326009005,-13.2097261190811,"Malignant neoplasm of corpus uteri"
"C54","55-64",1.57944054993374,-12.7627639527661,-14.3422045026998,"Malignant neoplasm of corpus uteri"
"C54","65-74",2.32873311278612,-12.3074825161565,-14.6362156289426,"Malignant neoplasm of corpus uteri"
"C54","75-84",2.56040011065963,-11.6771997619087,-14.2375998725683,"Malignant neoplasm of corpus uteri"
"C54","85+",2.67345243046533,-10.5138845551973,-13.1873369856626,"Malignant neoplasm of corpus uteri"
"C55","45-54",0.544284130634273,-12.9867326009005,-13.5310167315348,"Malignant neoplasm of uterus, part unspecified"
"C55","55-64",1.65135986020672,-12.7627639527661,-14.4141238129728,"Malignant neoplasm of uterus, part unspecified"
"C55","65-74",2.3146612990637,-12.3074825161565,-14.6221438152202,"Malignant neoplasm of uterus, part unspecified"
"C55","75-84",2.64595545772198,-11.6771997619087,-14.3231552196307,"Malignant neoplasm of uterus, part unspecified"
"C55","85+",2.94595221019726,-10.5138845551973,-13.4598367653945,"Malignant neoplasm of uterus, part unspecified"
"C56","45-54",1.92974115957423,-12.9867326009005,-14.9164737604747,"Malignant neoplasm of ovary"
"C56","55-64",2.79345182060653,-12.7627639527661,-15.5562157733726,"Malignant neoplasm of ovary"
"C56","65-74",3.42252415838702,-12.3074825161565,-15.7300066745435,"Malignant neoplasm of ovary"
"C56","75-84",3.87529607526225,-11.6771997619087,-15.552495837171,"Malignant neoplasm of ovary"
"C56","85+",3.96760622244756,-10.5138845551973,-14.4814907776448,"Malignant neoplasm of ovary"
"C57","45-54",-1.52261725951017,-12.9867326009005,-11.4641153413903,"Malignant neoplasm of other and unspecified female genital organs"
"C57","55-64",-0.509164732383177,-12.7627639527661,-12.2535992203829,"Malignant neoplasm of other and unspecified female genital organs"
"C57","65-74",0.21624857731559,-12.3074825161565,-12.523731093472,"Malignant neoplasm of other and unspecified female genital organs"
"C57","75-84",0.543660023254359,-11.6771997619087,-12.2208597851631,"Malignant neoplasm of other and unspecified female genital organs"
"C57","85+",0.668754040852595,-10.5138845551973,-11.1826385960499,"Malignant neoplasm of other and unspecified female genital organs"
"C60","45-54",-13.0183965656454,-2.02893301859286,10.9894635470526,"Malignant neoplasm of penis"
"C60","55-64",-12.834796612971,-1.20582160237908,11.6289750105919,"Malignant neoplasm of penis"
"C60","65-74",-12.4551291766788,-0.489280670333494,11.9658485063453,"Malignant neoplasm of penis"
"C60","75-84",-12.0088351897502,0.138788877551603,12.1476240673018,"Malignant neoplasm of penis"
"C60","85+",-11.2389125688628,0.863221186630434,12.1021337554933,"Malignant neoplasm of penis"
"C61","45-54",-13.0183965656454,0.696731176143425,13.7151277417889,"Malignant neoplasm of prostate"
"C61","55-64",-12.834796612971,2.66933886415375,15.5041354771247,"Malignant neoplasm of prostate"
"C61","65-74",-12.4551291766788,4.09187463945072,16.5470038161295,"Malignant neoplasm of prostate"
"C61","75-84",-12.0088351897502,5.2760112720543,17.2848464618045,"Malignant neoplasm of prostate"
"C61","85+",-11.2389125688628,6.2741459425771,17.5130585114399,"Malignant neoplasm of prostate"
"C64","45-54",0.411892590687721,1.39221500610096,0.980322415413236,"Malignant neoplasm of kidney, except renal pelvis"
